id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2910320,2,2016-04-20T07:33:12.000+05:30,2016-04-20T07:56:17.000+05:30,1,-73.95545959472656,40.76730728149414,-73.98899841308594,40.69316864013672,N,1385
id3331830,1,2016-04-12T09:21:27.000+05:30,2016-04-12T09:35:56.000+05:30,1,-73.9648666381836,40.75579071044922,-73.9758071899414,40.757354736328125,N,869
id0195963,2,2016-06-19T18:39:05.000+05:30,2016-06-19T18:48:39.000+05:30,1,-73.99916076660156,40.74436950683594,-73.98870849609375,40.75870132446289,N,574
id0762989,2,2016-03-17T08:24:27.000+05:30,2016-03-17T08:26:11.000+05:30,1,-73.97761535644531,40.763572692871094,-73.97257232666016,40.76595687866211,N,104
id2671060,2,2016-04-07T08:44:32.000+05:30,2016-04-07T08:51:30.000+05:30,1,-73.95311737060547,40.77180099487305,-73.94792175292969,40.78314971923828,N,418
id3620795,1,2016-01-01T10:45:24.000+05:30,2016-01-01T10:51:47.000+05:30,1,-74.0016098022461,40.74081039428711,-73.99622344970703,40.72590255737305,N,383
id2282206,1,2016-01-04T16:32:42.000+05:30,2016-01-04T16:51:19.000+05:30,2,-73.9621810913086,40.810726165771484,-73.99483489990234,40.752811431884766,N,1117
id0591292,1,2016-06-09T18:43:04.000+05:30,2016-06-09T19:07:11.000+05:30,1,-73.98696899414062,40.74285125732422,-73.9942855834961,40.761356353759766,N,1447
id0906779,1,2016-04-19T08:31:48.000+05:30,2016-04-19T09:14:11.000+05:30,2,-73.9715576171875,40.75062942504883,-73.95262908935547,40.631595611572266,N,2543
id2326430,2,2016-06-10T22:06:53.000+05:30,2016-06-10T22:23:14.000+05:30,1,-73.95687866210938,40.774871826171875,-73.93650817871094,40.85718536376953,N,981
id3863815,2,2016-03-14T04:24:36.000+05:30,2016-03-14T04:37:11.000+05:30,3,-73.9443588256836,40.7144889831543,-73.91053009033203,40.70949172973633,N,755
id3048297,2,2016-04-06T08:53:11.000+05:30,2016-04-06T09:14:08.000+05:30,1,-73.97279357910156,40.75559616088867,-73.87312316894531,40.77445602416992,N,1257
id3649509,1,2016-04-02T14:46:23.000+05:30,2016-04-02T15:06:44.000+05:30,2,-74.00554656982422,40.70926284790039,-73.97014617919922,40.76274108886719,N,1221
id1783063,2,2016-04-06T12:24:22.000+05:30,2016-04-06T12:40:02.000+05:30,2,-73.98464965820312,40.74597930908203,-73.97737884521484,40.75965118408203,N,940
id3363012,2,2016-04-12T20:22:49.000+05:30,2016-04-12T20:24:55.000+05:30,1,-73.96196746826172,40.77008056640625,-73.96077728271484,40.77505111694336,N,126
id0514638,1,2016-02-10T08:36:33.000+05:30,2016-02-10T08:42:23.000+05:30,1,-73.96942138671875,40.80003356933594,-73.96817779541016,40.79170227050781,N,350
id0627115,2,2016-02-26T16:10:47.000+05:30,2016-02-26T16:23:04.000+05:30,1,-73.98262786865234,40.76211166381836,-73.99337005615234,40.74748992919922,N,737
id3141299,2,2016-01-14T12:25:54.000+05:30,2016-01-14T12:37:24.000+05:30,3,-73.99577331542969,40.74256896972656,-74.00809478759766,40.72277069091797,N,690
id2003497,1,2016-04-15T11:58:45.000+05:30,2016-04-15T12:09:56.000+05:30,2,-74.00007629394531,40.74829864501953,-73.98988342285156,40.73796463012695,N,671
id3748197,1,2016-02-07T23:17:58.000+05:30,2016-02-07T23:25:41.000+05:30,1,-73.9991683959961,40.73423385620117,-73.98209381103516,40.74027633666992,N,463
id2983261,1,2016-04-15T14:41:14.000+05:30,2016-04-15T14:47:21.000+05:30,1,-74.01425170898438,40.71391296386719,-74.00462341308594,40.70538330078125,N,367
id0485870,2,2016-06-19T20:23:09.000+05:30,2016-06-19T20:29:18.000+05:30,1,-73.99089813232422,40.75066375732422,-73.99321746826172,40.73419952392578,N,369
id0835694,1,2016-01-15T19:25:12.000+05:30,2016-01-15T19:31:54.000+05:30,1,-73.97510528564453,40.75569152832031,-73.985595703125,40.747474670410156,N,402
id3426410,2,2016-02-18T09:27:07.000+05:30,2016-02-18T09:45:20.000+05:30,5,-73.96743774414062,40.75934982299805,-74.01268768310547,40.70161056518555,N,1093
id3673678,2,2016-01-31T13:52:55.000+05:30,2016-01-31T14:03:52.000+05:30,1,-73.97599792480469,40.751136779785156,-74.0018539428711,40.7352294921875,N,657
id2460349,1,2016-01-07T15:40:34.000+05:30,2016-01-07T15:49:24.000+05:30,2,-73.97895050048828,40.75093078613281,-73.96439361572266,40.75496292114258,N,530
id3198639,1,2016-06-05T03:02:46.000+05:30,2016-06-05T03:14:59.000+05:30,1,-73.97978973388672,40.78126525878906,-73.94087982177734,40.82322311401367,N,733
id1872601,2,2016-05-31T19:16:05.000+05:30,2016-05-31T19:27:44.000+05:30,2,-73.98686218261719,40.75096130371094,-74.00537872314453,40.740028381347656,N,699
id0125957,1,2016-06-14T21:16:43.000+05:30,2016-06-14T21:21:37.000+05:30,2,-73.9670181274414,40.75300598144531,-73.95162963867188,40.76935958862305,N,294
id3526986,2,2016-02-23T13:28:59.000+05:30,2016-02-23T13:40:00.000+05:30,1,-73.97038269042969,40.764991760253906,-73.94966888427734,40.76845932006836,N,661
id3170873,1,2016-06-30T21:35:27.000+05:30,2016-06-30T21:46:19.000+05:30,1,-74.00243377685547,40.717166900634766,-73.98596954345703,40.726749420166016,N,652
id1674373,2,2016-02-15T17:52:27.000+05:30,2016-02-15T18:02:13.000+05:30,5,-74.00749969482422,40.74095153808594,-74.01664733886719,40.70491027832031,N,586
id2973697,2,2016-04-07T22:52:23.000+05:30,2016-04-07T23:10:00.000+05:30,2,-73.9953842163086,40.749298095703125,-73.98932647705078,40.71814727783203,N,1057
id1592044,1,2016-01-29T11:23:23.000+05:30,2016-01-29T11:33:03.000+05:30,1,-73.98667907714844,40.72584915161133,-73.99746704101562,40.73515319824219,N,580
id3899813,2,2016-06-01T20:15:24.000+05:30,2016-06-01T20:34:35.000+05:30,5,-73.98002624511719,40.765968322753906,-73.99120330810547,40.75035095214844,N,1151
id2075052,1,2016-04-09T09:09:03.000+05:30,2016-04-09T09:20:03.000+05:30,1,-73.95449829101562,40.766807556152344,-73.98778533935547,40.72087860107422,N,660
id3707411,1,2016-01-03T02:03:39.000+05:30,2016-01-03T02:17:02.000+05:30,1,-74.00772857666016,40.74060821533203,-73.98351287841797,40.73720932006836,N,803
id1608545,1,2016-04-14T08:31:03.000+05:30,2016-04-14T09:03:37.000+05:30,1,-74.00679779052734,40.73107147216797,-73.97496032714844,40.75846862792969,N,1954
id3517425,2,2016-01-16T20:34:06.000+05:30,2016-01-16T20:51:16.000+05:30,6,-73.98092651367188,40.75524139404297,-74.00455474853516,40.729652404785156,N,1030
id3942917,1,2016-04-29T14:18:39.000+05:30,2016-04-29T15:05:36.000+05:30,4,-73.86277770996094,40.76931381225586,-73.98612976074219,40.74858093261719,N,2817
id2000923,2,2016-03-29T06:07:38.000+05:30,2016-03-29T06:09:03.000+05:30,5,-73.98786926269531,40.765098571777344,-73.99360656738281,40.758949279785156,N,85
id3564028,1,2016-01-02T01:16:42.000+05:30,2016-01-02T01:19:56.000+05:30,1,-73.95413208007812,40.774784088134766,-73.94741821289062,40.779632568359375,N,194
id1233453,1,2016-02-05T17:28:07.000+05:30,2016-02-05T17:30:03.000+05:30,1,-73.97209930419922,40.78220748901367,-73.96451568603516,40.777549743652344,N,116
id1372674,2,2016-05-22T13:08:24.000+05:30,2016-05-22T13:21:50.000+05:30,1,-73.97821044921875,40.77716064453125,-73.95762634277344,40.7745475769043,N,806
id2806146,2,2016-05-28T21:31:24.000+05:30,2016-05-28T21:41:23.000+05:30,1,-73.98357391357422,40.73841857910156,-74.00548553466797,40.739559173583984,N,599
id1832737,2,2016-03-06T10:53:26.000+05:30,2016-03-06T10:59:30.000+05:30,1,-73.98471069335938,40.76018142700195,-73.97956085205078,40.75270462036133,N,364
id1489766,2,2016-05-31T19:53:33.000+05:30,2016-05-31T20:00:46.000+05:30,1,-73.9898910522461,40.74715805053711,-73.97494506835938,40.74174499511719,N,433
id3308765,2,2016-05-17T18:00:27.000+05:30,2016-05-17T18:10:25.000+05:30,4,-73.86347198486328,40.76981735229492,-73.87153625488281,40.76310348510742,N,598
id1935437,2,2016-04-24T09:09:20.000+05:30,2016-04-24T09:37:05.000+05:30,1,-73.97586059570312,40.757240295410156,-74.17759704589844,40.690948486328125,N,1665
id2059551,2,2016-04-01T09:28:05.000+05:30,2016-04-01T09:42:03.000+05:30,1,-73.95665740966797,40.78076934814453,-73.96964263916016,40.80010223388672,N,838
id2433939,1,2016-05-16T13:05:38.000+05:30,2016-05-16T13:33:57.000+05:30,3,-73.87300872802734,40.77412033081055,-73.97607421875,40.74991226196289,N,1699
id2677357,2,2016-02-15T16:36:19.000+05:30,2016-02-15T16:41:50.000+05:30,2,-73.97163391113281,40.78196334838867,-73.981689453125,40.778995513916016,N,331
id2336715,2,2016-01-01T00:09:03.000+05:30,2016-01-01T00:19:25.000+05:30,2,-73.98435974121094,40.748985290527344,-73.99628448486328,40.71605682373047,N,622
id3525276,1,2016-03-24T18:27:14.000+05:30,2016-03-24T18:32:57.000+05:30,1,-73.9709701538086,40.76412582397461,-73.9622802734375,40.776180267333984,N,343
id3729126,1,2016-01-04T14:20:21.000+05:30,2016-01-04T14:36:59.000+05:30,1,-73.86691284179688,40.77187728881836,-73.79469299316406,40.73479080200195,N,998
id1073968,1,2016-03-15T09:44:58.000+05:30,2016-03-15T10:07:43.000+05:30,1,-73.95521545410156,40.78024673461914,-73.86183166503906,40.768455505371094,N,1365
id0562336,2,2016-06-15T10:17:48.000+05:30,2016-06-15T10:27:40.000+05:30,2,-73.95274353027344,40.77225875854492,-73.97776794433594,40.739112854003906,N,592
id1163958,1,2016-03-18T07:48:10.000+05:30,2016-03-18T07:53:23.000+05:30,1,-73.97257995605469,40.748905181884766,-73.96156311035156,40.76051712036133,N,313
id1681877,1,2016-04-26T14:42:12.000+05:30,2016-04-26T14:57:02.000+05:30,1,-73.95526123046875,40.780242919921875,-73.9698715209961,40.789764404296875,N,890
id0945119,2,2016-05-02T18:29:38.000+05:30,2016-05-02T18:38:56.000+05:30,6,-74.00283813476562,40.76036071777344,-73.98841094970703,40.77898025512695,N,558
id2939783,1,2016-04-12T10:11:37.000+05:30,2016-04-12T10:34:46.000+05:30,1,-73.99006652832031,40.75193405151367,-73.98975372314453,40.72386932373047,N,1389
id2050990,2,2016-06-20T21:05:09.000+05:30,2016-06-20T21:47:45.000+05:30,1,-73.99008178710938,40.756736755371094,-73.95513153076172,40.67752456665039,N,2556
id3780362,2,2016-05-08T21:13:49.000+05:30,2016-05-08T21:16:04.000+05:30,2,-73.94952392578125,40.776611328125,-73.94267272949219,40.78596878051758,N,135
id2233338,2,2016-01-14T19:14:29.000+05:30,2016-01-14T19:23:22.000+05:30,2,-73.9951400756836,40.75,-73.99369812011719,40.73550033569336,N,533
id1445390,2,2016-01-19T08:00:19.000+05:30,2016-01-19T08:17:34.000+05:30,3,-73.96012115478516,40.781951904296875,-73.97196960449219,40.75503921508789,N,1035
id0345679,2,2016-03-22T20:24:06.000+05:30,2016-03-22T20:33:40.000+05:30,1,-73.99752044677734,40.72124099731445,-73.98800659179688,40.720821380615234,N,574
id0570525,1,2016-02-25T15:30:16.000+05:30,2016-02-25T15:35:20.000+05:30,1,-73.99837493896484,40.72592544555664,-73.99031066894531,40.73112869262695,N,304
id0872662,2,2016-02-13T08:10:01.000+05:30,2016-02-13T08:12:19.000+05:30,3,-73.97830963134766,40.737159729003906,-73.97321319580078,40.74394989013672,N,138
id3114338,2,2016-05-23T20:42:21.000+05:30,2016-05-23T20:51:40.000+05:30,1,-73.9651107788086,40.775089263916016,-73.9523696899414,40.76646041870117,N,559
id2718231,1,2016-03-08T02:44:19.000+05:30,2016-03-08T03:04:35.000+05:30,1,-73.99250030517578,40.74044418334961,-73.8401107788086,40.71951675415039,N,1216
id0618376,2,2016-01-11T06:21:39.000+05:30,2016-01-11T06:25:11.000+05:30,1,-74.00611877441406,40.717918395996094,-74.01350402832031,40.71568298339844,N,212
id1697059,1,2016-06-26T15:10:46.000+05:30,2016-06-26T15:23:54.000+05:30,1,-73.9581069946289,40.74216842651367,-73.93170928955078,40.76806640625,N,788
id1868620,2,2016-06-18T00:41:28.000+05:30,2016-06-18T01:10:34.000+05:30,1,-73.7818603515625,40.644683837890625,-73.96192169189453,40.767032623291016,N,1746
id0952827,2,2016-03-25T00:22:07.000+05:30,2016-03-25T00:36:20.000+05:30,1,-73.99806213378906,40.674808502197266,-74.00444030761719,40.73265075683594,N,853
id0464363,2,2016-04-25T19:43:15.000+05:30,2016-04-25T19:47:43.000+05:30,1,-73.95108795166016,40.711063385009766,-73.93892669677734,40.7073860168457,N,268
id0608846,2,2016-05-25T13:45:57.000+05:30,2016-05-25T13:57:41.000+05:30,1,-73.9801025390625,40.75370407104492,-73.99331665039062,40.74161148071289,N,704
id3567125,1,2016-04-10T03:13:02.000+05:30,2016-04-10T03:57:40.000+05:30,1,-73.98155975341797,40.766326904296875,-73.91159057617188,40.763885498046875,N,2678
id3996183,1,2016-06-17T08:54:16.000+05:30,2016-06-17T09:06:11.000+05:30,1,-73.99031066894531,40.71886444091797,-73.99554443359375,40.736873626708984,N,715
id1474156,1,2016-06-25T07:30:13.000+05:30,2016-06-25T07:48:14.000+05:30,2,-73.97046661376953,40.79917526245117,-74.0172119140625,40.70519256591797,N,1081
id0695483,1,2016-02-06T16:02:38.000+05:30,2016-02-06T16:15:56.000+05:30,3,-74.00238800048828,40.74955368041992,-73.977783203125,40.75408172607422,N,798
id3609971,1,2016-06-14T09:20:45.000+05:30,2016-06-14T09:43:13.000+05:30,1,-73.99090576171875,40.75627136230469,-73.97681427001953,40.75968933105469,N,1348
id3956459,2,2016-03-05T10:23:45.000+05:30,2016-03-05T10:45:52.000+05:30,1,-73.98690795898438,40.7616081237793,-74.00840759277344,40.71162033081055,N,1327
id0088231,2,2016-06-08T23:02:21.000+05:30,2016-06-08T23:19:31.000+05:30,3,-74.00817108154297,40.74500274658203,-73.95509338378906,40.80483627319336,N,1030
id1957034,1,2016-02-02T18:28:23.000+05:30,2016-02-02T19:09:19.000+05:30,1,-73.99488067626953,40.750213623046875,-73.96221923828125,40.71162033081055,N,2456
id1838067,2,2016-04-01T12:46:46.000+05:30,2016-04-01T12:52:12.000+05:30,1,-73.96318054199219,40.77423095703125,-73.95555114746094,40.778690338134766,N,326
id3342568,1,2016-01-03T03:33:21.000+05:30,2016-01-03T04:09:20.000+05:30,1,-73.98484802246094,40.724334716796875,-73.88411712646484,40.71671676635742,N,2159
id3487442,2,2016-02-29T18:39:12.000+05:30,2016-02-29T18:42:59.000+05:30,1,-73.98181915283203,40.76896286010742,-73.98181915283203,40.76896286010742,N,227
id1401963,1,2016-06-18T06:53:43.000+05:30,2016-06-18T07:19:18.000+05:30,1,-73.97602844238281,40.776126861572266,-73.9483871459961,40.77815628051758,N,1535
id1597742,2,2016-04-11T19:50:42.000+05:30,2016-04-11T19:58:52.000+05:30,5,-73.98379516601562,40.75070571899414,-73.97735595703125,40.76612091064453,N,490
id3271420,2,2016-04-24T19:25:32.000+05:30,2016-04-24T19:32:10.000+05:30,4,-73.97346496582031,40.76087951660156,-73.96613311767578,40.76120376586914,N,398
id0850673,2,2016-02-20T13:06:23.000+05:30,2016-02-20T13:23:37.000+05:30,1,-73.98133087158203,40.74726867675781,-74.0054931640625,40.73902130126953,N,1034
id0171820,2,2016-05-25T06:40:04.000+05:30,2016-05-25T06:43:13.000+05:30,1,-74.00452423095703,40.72419357299805,-74.0044937133789,40.724666595458984,N,189
id0514543,2,2016-02-26T18:45:39.000+05:30,2016-02-26T19:04:18.000+05:30,1,-73.98253631591797,40.77566146850586,-73.96945190429688,40.80208969116211,N,1119
id1991106,1,2016-06-11T14:22:56.000+05:30,2016-06-11T14:31:03.000+05:30,1,-73.96778869628906,40.762699127197266,-73.98147583007812,40.742191314697266,N,487
id2142187,1,2016-05-19T20:47:17.000+05:30,2016-05-19T20:59:08.000+05:30,1,-73.98706817626953,40.75663375854492,-73.9603042602539,40.7807731628418,N,711
id0526379,1,2016-04-29T04:28:26.000+05:30,2016-04-29T04:39:20.000+05:30,1,-73.98609924316406,40.719486236572266,-73.94596099853516,40.7114372253418,N,654
id2548131,1,2016-05-31T23:12:37.000+05:30,2016-05-31T23:28:24.000+05:30,2,-74.00778198242188,40.740943908691406,-73.97117614746094,40.80080032348633,N,947
id2452855,2,2016-05-14T03:27:31.000+05:30,2016-05-14T03:51:36.000+05:30,1,-73.98506927490234,40.73220443725586,-73.91049194335938,40.696815490722656,N,1445
id0315726,2,2016-06-04T03:14:11.000+05:30,2016-06-04T03:35:27.000+05:30,1,-73.98343658447266,40.73168182373047,-73.94800567626953,40.71416091918945,N,1276
id2527828,2,2016-02-17T17:39:30.000+05:30,2016-02-17T18:08:38.000+05:30,1,-73.99115753173828,40.74578094482422,-73.98339080810547,40.771461486816406,N,1748
id1630336,1,2016-04-25T23:18:24.000+05:30,2016-04-25T23:30:54.000+05:30,1,-73.98204040527344,40.75967788696289,-73.94705200195312,40.77315902709961,N,750
id2353964,2,2016-04-30T07:44:24.000+05:30,2016-04-30T07:49:24.000+05:30,1,-73.9612045288086,40.76055908203125,-73.94713592529297,40.77593231201172,N,300
id2393811,1,2016-03-10T18:52:40.000+05:30,2016-03-10T19:08:43.000+05:30,1,-73.9705810546875,40.79904556274414,-73.98981475830078,40.76724624633789,N,963
id1774339,1,2016-04-11T17:41:07.000+05:30,2016-04-11T17:46:20.000+05:30,1,-73.94978332519531,40.78056716918945,-73.96006774902344,40.770408630371094,N,313
id1610798,2,2016-01-25T23:32:14.000+05:30,2016-01-25T23:42:35.000+05:30,1,-73.98743438720703,40.76013946533203,-73.99098205566406,40.7448616027832,N,621
id2452120,1,2016-04-18T18:27:14.000+05:30,2016-04-18T18:42:35.000+05:30,2,-73.97445678710938,40.756927490234375,-73.96090698242188,40.78014373779297,N,921
id2693088,2,2016-04-23T23:28:09.000+05:30,2016-04-23T23:43:01.000+05:30,2,-73.97541809082031,40.78707504272461,-73.94265747070312,40.823551177978516,N,892
id0828675,1,2016-06-23T07:16:24.000+05:30,2016-06-23T07:21:42.000+05:30,1,-73.9940414428711,40.751136779785156,-73.98263549804688,40.76068878173828,N,318
id1636593,2,2016-04-25T17:37:13.000+05:30,2016-04-25T18:23:12.000+05:30,1,-73.79015350341797,40.64661407470703,-73.98191833496094,40.75667953491211,N,2759
id0747713,2,2016-01-17T03:24:53.000+05:30,2016-01-17T03:27:29.000+05:30,1,-74.0066909790039,40.737640380859375,-74.0038833618164,40.73809051513672,N,156
id3655477,2,2016-03-24T13:35:17.000+05:30,2016-03-24T13:48:28.000+05:30,1,-73.98802947998047,40.73781967163086,-73.9720687866211,40.74607849121094,N,791
id0642318,2,2016-04-04T09:21:49.000+05:30,2016-04-04T09:37:51.000+05:30,1,-73.95252227783203,40.76626968383789,-73.98342895507812,40.734378814697266,N,962
id2390585,1,2016-02-24T11:45:41.000+05:30,2016-02-24T12:08:39.000+05:30,1,-73.86378479003906,40.769744873046875,-73.94625854492188,40.78041458129883,N,1378
id0369319,2,2016-02-08T18:24:38.000+05:30,2016-02-08T18:28:18.000+05:30,1,-73.98693084716797,40.75093078613281,-73.97830963134766,40.75326156616211,N,220
id0720321,1,2016-06-21T18:09:27.000+05:30,2016-06-21T18:16:55.000+05:30,1,-73.96263885498047,40.768226623535156,-73.95355987548828,40.772823333740234,N,448
id0860600,1,2016-01-06T15:23:44.000+05:30,2016-01-06T15:38:22.000+05:30,1,-74.0001220703125,40.71784973144531,-74.01457977294922,40.70967483520508,N,878
id1977372,2,2016-04-01T13:33:57.000+05:30,2016-04-01T14:00:47.000+05:30,1,-73.86968231201172,40.77254867553711,-73.91340637207031,40.68077850341797,N,1610
id2437858,2,2016-03-27T11:55:02.000+05:30,2016-03-27T12:05:06.000+05:30,5,-73.98683166503906,40.7618293762207,-73.97783660888672,40.79212188720703,N,604
id2165807,1,2016-04-08T20:19:55.000+05:30,2016-04-08T20:23:06.000+05:30,2,-74.0039291381836,40.72579574584961,-73.9988784790039,40.734764099121094,N,191
id1638921,1,2016-05-27T17:58:30.000+05:30,2016-05-27T18:16:23.000+05:30,1,-73.9797134399414,40.760562896728516,-73.9933853149414,40.736629486083984,N,1073
id0631726,2,2016-04-23T15:58:46.000+05:30,2016-04-23T16:03:24.000+05:30,1,-73.96151733398438,40.766021728515625,-73.94972229003906,40.78192901611328,N,278
id1947466,2,2016-04-21T12:32:31.000+05:30,2016-04-21T12:37:20.000+05:30,6,-73.98127746582031,40.78036117553711,-73.97615051269531,40.78860092163086,N,289
id1723822,1,2016-06-16T12:35:11.000+05:30,2016-06-16T12:45:43.000+05:30,3,-73.95606231689453,40.76415252685547,-73.94344329833984,40.79118347167969,N,632
id1144791,2,2016-01-06T13:39:04.000+05:30,2016-01-06T13:49:17.000+05:30,1,-73.99198913574219,40.74379348754883,-73.97470092773438,40.76340103149414,N,613
id1497423,1,2016-02-25T13:40:47.000+05:30,2016-02-25T13:54:12.000+05:30,1,-73.98872375488281,40.736976623535156,-73.98272705078125,40.750343322753906,N,805
id2917044,1,2016-04-02T15:35:02.000+05:30,2016-04-02T15:55:19.000+05:30,1,-74.01730346679688,40.705360412597656,-73.97393035888672,40.761566162109375,N,1217
id2538816,1,2016-02-13T17:59:03.000+05:30,2016-02-13T18:03:48.000+05:30,1,-74.00398254394531,40.748470306396484,-73.99505615234375,40.742942810058594,N,285
id2808378,1,2016-03-09T17:11:16.000+05:30,2016-03-09T17:28:43.000+05:30,1,-73.97864532470703,40.74093246459961,-74.0126953125,40.70158767700195,N,1047
id2015130,2,2016-05-21T03:13:55.000+05:30,2016-05-21T03:20:39.000+05:30,1,-73.88404083251953,40.74760818481445,-73.90461730957031,40.74769973754883,N,404
id1062725,1,2016-06-08T05:51:58.000+05:30,2016-06-08T05:57:54.000+05:30,1,-73.99036407470703,40.75624084472656,-73.97295379638672,40.75728988647461,N,356
id3792892,1,2016-05-01T02:40:38.000+05:30,2016-05-01T03:02:30.000+05:30,1,-73.98666381835938,40.721683502197266,-73.97257232666016,40.68587875366211,N,1312
id0924324,2,2016-05-10T18:07:52.000+05:30,2016-05-10T18:26:21.000+05:30,2,-73.95906829833984,40.77566146850586,-73.95906829833984,40.77566146850586,N,1109
id1295254,1,2016-03-06T11:01:27.000+05:30,2016-03-06T11:08:29.000+05:30,1,-73.97598266601562,40.757747650146484,-73.98216247558594,40.74074935913086,N,422
id0222570,2,2016-04-20T19:14:04.000+05:30,2016-04-20T19:29:30.000+05:30,1,-73.94769287109375,40.78329849243164,-73.96104431152344,40.75665283203125,N,926
id3680395,1,2016-05-19T18:57:18.000+05:30,2016-05-19T18:59:13.000+05:30,1,-73.95478820800781,40.7779655456543,-73.94776916503906,40.779579162597656,N,115
id0552144,2,2016-05-04T18:04:33.000+05:30,2016-05-04T18:38:33.000+05:30,1,-73.8852310180664,40.77294158935547,-73.94695281982422,40.77526092529297,N,2040
id2034899,2,2016-02-11T11:03:50.000+05:30,2016-02-11T11:09:29.000+05:30,1,-73.98998260498047,40.7515983581543,-73.99443054199219,40.74100112915039,N,339
id1283389,1,2016-04-06T00:52:41.000+05:30,2016-04-06T01:07:06.000+05:30,1,-74.0043716430664,40.742347717285156,-74.01072692871094,40.72361755371094,N,865
id2040373,2,2016-03-18T07:54:56.000+05:30,2016-03-18T08:02:42.000+05:30,3,-73.9610824584961,40.76911926269531,-73.95694732666016,40.78342056274414,N,466
id2124906,2,2016-05-03T08:28:38.000+05:30,2016-05-03T08:35:46.000+05:30,1,-73.98027801513672,40.77019119262695,-73.96378326416016,40.774131774902344,N,428
id1660823,2,2016-03-01T06:40:18.000+05:30,2016-03-01T07:01:37.000+05:30,5,-73.98213958740234,40.775325775146484,-74.00984954833984,40.72169876098633,N,1279
id0989891,1,2016-05-03T04:40:29.000+05:30,2016-05-03T04:51:45.000+05:30,2,-73.9893798828125,40.719825744628906,-73.98260498046875,40.757503509521484,N,676
id2679117,1,2016-02-03T07:57:23.000+05:30,2016-02-03T08:02:15.000+05:30,1,-73.91998291015625,40.74357223510742,-73.92677307128906,40.75527572631836,N,292
id2145001,2,2016-04-27T09:05:42.000+05:30,2016-04-27T09:12:17.000+05:30,1,-73.94529724121094,40.774349212646484,-73.95543670654297,40.77859878540039,N,395
id3427182,1,2016-06-03T11:40:39.000+05:30,2016-06-03T11:57:24.000+05:30,1,-73.971923828125,40.79190444946289,-73.96954345703125,40.76530075073242,N,1005
id2346299,2,2016-06-17T11:46:09.000+05:30,2016-06-17T11:57:54.000+05:30,1,-73.9786605834961,40.75630187988281,-73.98812866210938,40.73735046386719,N,705
id0105984,1,2016-06-26T11:17:25.000+05:30,2016-06-26T11:30:33.000+05:30,1,-73.98583984375,40.72690200805664,-74.01427459716797,40.70406723022461,N,788
id1587327,1,2016-03-29T21:19:24.000+05:30,2016-03-29T21:24:44.000+05:30,3,-74.00772094726562,40.743003845214844,-73.9893798828125,40.74784469604492,N,320
id2519393,1,2016-06-25T13:48:37.000+05:30,2016-06-25T13:58:03.000+05:30,1,-73.99458312988281,40.702999114990234,-74.0041275024414,40.712928771972656,N,566
id1009714,1,2016-06-20T22:40:07.000+05:30,2016-06-20T22:48:42.000+05:30,1,-73.97935485839844,40.75619125366211,-73.9791259765625,40.74298095703125,N,515
id1027675,2,2016-01-23T08:46:42.000+05:30,2016-01-23T09:06:39.000+05:30,1,-73.96953582763672,40.755218505859375,-73.97652435302734,40.747947692871094,N,1197
id0802391,1,2016-03-06T17:44:45.000+05:30,2016-03-06T17:52:14.000+05:30,1,-73.99720764160156,40.72407150268555,-74.00061798095703,40.732154846191406,N,449
id2597894,1,2016-05-14T14:02:45.000+05:30,2016-05-14T14:27:02.000+05:30,1,-73.99040985107422,40.71879577636719,-73.98690795898438,40.75088882446289,N,1457
id1949220,1,2016-04-02T04:24:27.000+05:30,2016-04-02T04:43:38.000+05:30,1,-73.98714447021484,40.72949981689453,-73.96070861816406,40.79747009277344,N,1151
id3389249,2,2016-05-04T11:02:00.000+05:30,2016-05-04T11:12:03.000+05:30,1,-73.96218872070312,40.759132385253906,-73.96263122558594,40.77317428588867,N,603
id3245042,2,2016-04-02T16:01:45.000+05:30,2016-04-02T16:13:49.000+05:30,1,-73.9854965209961,40.74745178222656,-73.97907257080078,40.7280387878418,N,724
id1285469,2,2016-02-23T09:19:37.000+05:30,2016-02-23T09:39:35.000+05:30,1,-74.0164794921875,40.71540832519531,-74.01275634765625,40.70661163330078,N,1198
id3482709,2,2016-03-21T11:22:48.000+05:30,2016-03-21T11:24:00.000+05:30,1,-73.95519256591797,40.779991149902344,-73.95780181884766,40.77650833129883,N,72
id0496379,1,2016-03-24T16:19:17.000+05:30,2016-03-24T16:32:59.000+05:30,1,-73.96116638183594,40.77783203125,-73.9660415649414,40.76386642456055,N,822
id1703171,2,2016-01-30T22:42:51.000+05:30,2016-01-30T23:23:44.000+05:30,5,-73.78621673583984,40.645286560058594,-73.99307250976562,40.72972869873047,N,2453
id2268459,1,2016-03-02T07:02:21.000+05:30,2016-03-02T07:24:57.000+05:30,1,-73.98535919189453,40.73841094970703,-73.87042236328125,40.773681640625,N,1356
id3013319,2,2016-02-15T22:28:54.000+05:30,2016-02-15T22:30:27.000+05:30,1,-73.98139953613281,40.77879333496094,-73.97652435302734,40.78249740600586,N,93
id1265097,2,2016-05-13T02:21:54.000+05:30,2016-05-13T02:24:29.000+05:30,1,-73.98902130126953,40.718910217285156,-73.9964828491211,40.7211799621582,N,155
